"country","commodity","year","usd","product"
"Albania","Coral and the like",1996,391,"corals"
"Albania","Coral and the like",1997,137,"corals"
"Albania","Coral and the like",1998,156,"corals"
"Albania","Coral and the like",1999,316,"corals"
"Albania","Coral and the like",2000,57,"corals"
"Albania","Coral and the like",2001,21,"corals"
"Albania","Coral and the like",2002,33,"corals"
"Albania","Coral and the like",2003,54,"corals"
"Albania","Coral and the like",2004,126,"corals"
"Albania","Coral and the like",2005,29,"corals"
"Albania","Coral and the like",2006,29,"corals"
"Albania","Coral and the like",2007,0,"corals"
"Albania","Coral and the like",2008,136,"corals"
"Albania","Coral and the like",2009,120,"corals"
"Albania","Coral and the like",2010,0,"corals"
"Albania","Coral and the like",2011,160,"corals"
"Albania","Coral and the like",1976,,"corals"
"Albania","Coral and the like",1977,,"corals"
"Albania","Coral and the like",1978,,"corals"
"Albania","Coral and the like",1979,,"corals"
"Albania","Coral and the like",1980,,"corals"
"Albania","Coral and the like",1981,,"corals"
"Albania","Coral and the like",1982,,"corals"
"Albania","Coral and the like",1983,,"corals"
"Albania","Coral and the like",1984,,"corals"
"Albania","Coral and the like",1985,,"corals"
"Albania","Coral and the like",1986,,"corals"
"Albania","Coral and the like",1987,,"corals"
"Albania","Coral and the like",1988,,"corals"
"Albania","Coral and the like",1989,,"corals"
"Albania","Coral and the like",1990,,"corals"
"Albania","Coral and the like",1991,,"corals"
"Albania","Coral and the like",1992,,"corals"
"Albania","Coral and the like",1993,,"corals"
"Albania","Coral and the like",1994,,"corals"
"Albania","Coral and the like",1995,,"corals"
"Albania","Ornamental fish nei",2000,1,"ornamentals"
"Albania","Ornamental fish nei",2001,0.1,"ornamentals"
"Albania","Ornamental fish nei",2004,4,"ornamentals"
"Albania","Ornamental fish nei",2005,1,"ornamentals"
"Albania","Ornamental fish nei",2006,6,"ornamentals"
"Albania","Ornamental fish nei",2008,16,"ornamentals"
"Albania","Ornamental fish nei",2009,5,"ornamentals"
"Albania","Ornamental fish nei",2010,0,"ornamentals"
"Albania","Ornamental fish nei",2011,0,"ornamentals"
"Albania","Ornamental fish nei",1976,,"ornamentals"
"Albania","Ornamental fish nei",1977,,"ornamentals"
"Albania","Ornamental fish nei",1978,,"ornamentals"
"Albania","Ornamental fish nei",1979,,"ornamentals"
"Albania","Ornamental fish nei",1980,,"ornamentals"
"Albania","Ornamental fish nei",1981,,"ornamentals"
"Albania","Ornamental fish nei",1982,,"ornamentals"
"Albania","Ornamental fish nei",1983,,"ornamentals"
"Albania","Ornamental fish nei",1984,,"ornamentals"
"Albania","Ornamental fish nei",1985,,"ornamentals"
"Albania","Ornamental fish nei",1986,,"ornamentals"
"Albania","Ornamental fish nei",1987,,"ornamentals"
"Albania","Ornamental fish nei",1988,,"ornamentals"
"Albania","Ornamental fish nei",1989,,"ornamentals"
"Albania","Ornamental fish nei",1990,,"ornamentals"
"Albania","Ornamental fish nei",1991,,"ornamentals"
"Albania","Ornamental fish nei",1992,,"ornamentals"
"Albania","Ornamental fish nei",1993,,"ornamentals"
"Albania","Ornamental fish nei",1994,,"ornamentals"
"Albania","Ornamental fish nei",1995,,"ornamentals"
"Albania","Ornamental fish nei",1996,,"ornamentals"
"Albania","Ornamental fish nei",1997,,"ornamentals"
"Albania","Ornamental fish nei",1998,,"ornamentals"
"Albania","Ornamental fish nei",1999,,"ornamentals"
"Albania","Ornamental fish nei",2002,,"ornamentals"
"Albania","Ornamental fish nei",2003,,"ornamentals"
"Albania","Ornamental fish nei",2007,,"ornamentals"
"Albania","Other seaweeds and aquatic plants and products thereof",2011,11,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1976,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1977,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1978,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1979,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1980,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1981,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1982,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1983,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1984,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1985,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1986,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1987,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1988,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1989,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1990,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1991,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1992,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1993,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1994,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1995,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1996,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1997,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1998,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1999,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2000,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2001,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2002,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2003,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2004,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2005,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2006,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2007,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2008,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2009,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2010,,"seaweeds"
"Algeria","Fish liver oils, nei",2004,0.1,"fish_oil"
"Algeria","Fish liver oils, nei",2005,0,"fish_oil"
"Algeria","Fish liver oils, nei",2006,0,"fish_oil"
"Algeria","Fish liver oils, nei",2007,0,"fish_oil"
"Algeria","Fish liver oils, nei",2008,0,"fish_oil"
"Algeria","Fish liver oils, nei",2009,0,"fish_oil"
"Algeria","Fish liver oils, nei",2010,0,"fish_oil"
"Algeria","Fish liver oils, nei",2011,0,"fish_oil"
"Algeria","Fish liver oils, nei",1976,,"fish_oil"
"Algeria","Fish liver oils, nei",1977,,"fish_oil"
"Algeria","Fish liver oils, nei",1978,,"fish_oil"
"Algeria","Fish liver oils, nei",1979,,"fish_oil"
"Algeria","Fish liver oils, nei",1980,,"fish_oil"
"Algeria","Fish liver oils, nei",1981,,"fish_oil"
"Algeria","Fish liver oils, nei",1982,,"fish_oil"
"Algeria","Fish liver oils, nei",1983,,"fish_oil"
"Algeria","Fish liver oils, nei",1984,,"fish_oil"
"Algeria","Fish liver oils, nei",1985,,"fish_oil"
"Algeria","Fish liver oils, nei",1986,,"fish_oil"
"Algeria","Fish liver oils, nei",1987,,"fish_oil"
"Algeria","Fish liver oils, nei",1988,,"fish_oil"
"Algeria","Fish liver oils, nei",1989,,"fish_oil"
"Algeria","Fish liver oils, nei",1990,,"fish_oil"
"Algeria","Fish liver oils, nei",1991,,"fish_oil"
"Algeria","Fish liver oils, nei",1992,,"fish_oil"
"Algeria","Fish liver oils, nei",1993,,"fish_oil"
"Algeria","Fish liver oils, nei",1994,,"fish_oil"
"Algeria","Fish liver oils, nei",1995,,"fish_oil"
"Algeria","Fish liver oils, nei",1996,,"fish_oil"
"Algeria","Fish liver oils, nei",1997,,"fish_oil"
"Algeria","Fish liver oils, nei",1998,,"fish_oil"
"Algeria","Fish liver oils, nei",1999,,"fish_oil"
"Algeria","Fish liver oils, nei",2000,,"fish_oil"
"Algeria","Fish liver oils, nei",2001,,"fish_oil"
"Algeria","Fish liver oils, nei",2002,,"fish_oil"
"Algeria","Fish liver oils, nei",2003,,"fish_oil"
"Algeria","Ornamental fish nei",2001,3,"ornamentals"
"Algeria","Ornamental fish nei",2002,2,"ornamentals"
"Algeria","Ornamental fish nei",2003,12,"ornamentals"
"Algeria","Ornamental fish nei",2004,8,"ornamentals"
"Algeria","Ornamental fish nei",2005,5,"ornamentals"
"Algeria","Ornamental fish nei",2006,0.1,"ornamentals"
"Algeria","Ornamental fish nei",2007,4,"ornamentals"
"Algeria","Ornamental fish nei",2008,0,"ornamentals"
"Algeria","Ornamental fish nei",2009,0,"ornamentals"
"Algeria","Ornamental fish nei",2010,0,"ornamentals"
"Algeria","Ornamental fish nei",2011,0,"ornamentals"
"Algeria","Ornamental fish nei",1976,,"ornamentals"
"Algeria","Ornamental fish nei",1977,,"ornamentals"
"Algeria","Ornamental fish nei",1978,,"ornamentals"
"Algeria","Ornamental fish nei",1979,,"ornamentals"
"Algeria","Ornamental fish nei",1980,,"ornamentals"
"Algeria","Ornamental fish nei",1981,,"ornamentals"
"Algeria","Ornamental fish nei",1982,,"ornamentals"
"Algeria","Ornamental fish nei",1983,,"ornamentals"
"Algeria","Ornamental fish nei",1984,,"ornamentals"
"Algeria","Ornamental fish nei",1985,,"ornamentals"
"Algeria","Ornamental fish nei",1986,,"ornamentals"
"Algeria","Ornamental fish nei",1987,,"ornamentals"
"Algeria","Ornamental fish nei",1988,,"ornamentals"
"Algeria","Ornamental fish nei",1989,,"ornamentals"
"Algeria","Ornamental fish nei",1990,,"ornamentals"
"Algeria","Ornamental fish nei",1991,,"ornamentals"
"Algeria","Ornamental fish nei",1992,,"ornamentals"
"Algeria","Ornamental fish nei",1993,,"ornamentals"
"Algeria","Ornamental fish nei",1994,,"ornamentals"
"Algeria","Ornamental fish nei",1995,,"ornamentals"
"Algeria","Ornamental fish nei",1996,,"ornamentals"
"Algeria","Ornamental fish nei",1997,,"ornamentals"
"Algeria","Ornamental fish nei",1998,,"ornamentals"
"Algeria","Ornamental fish nei",1999,,"ornamentals"
"Algeria","Ornamental fish nei",2000,,"ornamentals"
"Algeria","Other seaweeds and aquatic plants and products thereof",1996,57,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1997,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1998,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1999,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2000,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2001,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2002,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2003,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2004,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2005,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2006,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2007,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2008,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2009,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2010,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2011,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1976,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1977,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1978,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1979,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1980,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1981,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1982,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1983,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1984,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1985,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1986,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1987,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1988,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1989,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1990,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1991,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1992,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1993,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1994,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1995,,"seaweeds"
"Angola","Fish body oils, nei",1998,565,"fish_oil"
"Angola","Fish body oils, nei",1999,438,"fish_oil"
"Angola","Fish body oils, nei",2000,228,"fish_oil"
"Angola","Fish body oils, nei",2003,417,"fish_oil"
"Angola","Fish body oils, nei",2004,204,"fish_oil"
"Angola","Fish body oils, nei",2005,446,"fish_oil"
"Angola","Fish body oils, nei",2006,100,"fish_oil"
"Angola","Fish body oils, nei",2011,430,"fish_oil"
"Angola","Fish body oils, nei",1976,,"fish_oil"
"Angola","Fish body oils, nei",1977,,"fish_oil"
"Angola","Fish body oils, nei",1978,,"fish_oil"
"Angola","Fish body oils, nei",1979,,"fish_oil"
"Angola","Fish body oils, nei",1980,,"fish_oil"
"Angola","Fish body oils, nei",1981,,"fish_oil"
"Angola","Fish body oils, nei",1982,,"fish_oil"
"Angola","Fish body oils, nei",1983,,"fish_oil"
"Angola","Fish body oils, nei",1984,,"fish_oil"
"Angola","Fish body oils, nei",1985,,"fish_oil"
"Angola","Fish body oils, nei",1986,,"fish_oil"
"Angola","Fish body oils, nei",1987,,"fish_oil"
"Angola","Fish body oils, nei",1988,,"fish_oil"
"Angola","Fish body oils, nei",1989,,"fish_oil"
"Angola","Fish body oils, nei",1990,,"fish_oil"
"Angola","Fish body oils, nei",1991,,"fish_oil"
"Angola","Fish body oils, nei",1992,,"fish_oil"
"Angola","Fish body oils, nei",1993,,"fish_oil"
"Angola","Fish body oils, nei",1994,,"fish_oil"
"Angola","Fish body oils, nei",1995,,"fish_oil"
"Angola","Fish body oils, nei",1996,,"fish_oil"
"Angola","Fish body oils, nei",1997,,"fish_oil"
"Angola","Fish body oils, nei",2001,,"fish_oil"
"Angola","Fish body oils, nei",2002,,"fish_oil"
"Angola","Fish body oils, nei",2007,,"fish_oil"
"Angola","Fish body oils, nei",2008,,"fish_oil"
"Angola","Fish body oils, nei",2009,,"fish_oil"
"Angola","Fish body oils, nei",2010,,"fish_oil"
"Angola","Fish liver oils, nei",1997,227,"fish_oil"
"Angola","Fish liver oils, nei",1998,100,"fish_oil"
"Angola","Fish liver oils, nei",1999,1,"fish_oil"
"Angola","Fish liver oils, nei",2008,445,"fish_oil"
"Angola","Fish liver oils, nei",2009,76,"fish_oil"
"Angola","Fish liver oils, nei",2010,80,"fish_oil"
"Angola","Fish liver oils, nei",2011,15,"fish_oil"
"Angola","Fish liver oils, nei",1976,,"fish_oil"
"Angola","Fish liver oils, nei",1977,,"fish_oil"
"Angola","Fish liver oils, nei",1978,,"fish_oil"
"Angola","Fish liver oils, nei",1979,,"fish_oil"
"Angola","Fish liver oils, nei",1980,,"fish_oil"
"Angola","Fish liver oils, nei",1981,,"fish_oil"
"Angola","Fish liver oils, nei",1982,,"fish_oil"
"Angola","Fish liver oils, nei",1983,,"fish_oil"
"Angola","Fish liver oils, nei",1984,,"fish_oil"
"Angola","Fish liver oils, nei",1985,,"fish_oil"
"Angola","Fish liver oils, nei",1986,,"fish_oil"
"Angola","Fish liver oils, nei",1987,,"fish_oil"
"Angola","Fish liver oils, nei",1988,,"fish_oil"
"Angola","Fish liver oils, nei",1989,,"fish_oil"
"Angola","Fish liver oils, nei",1990,,"fish_oil"
"Angola","Fish liver oils, nei",1991,,"fish_oil"
"Angola","Fish liver oils, nei",1992,,"fish_oil"
"Angola","Fish liver oils, nei",1993,,"fish_oil"
"Angola","Fish liver oils, nei",1994,,"fish_oil"
"Angola","Fish liver oils, nei",1995,,"fish_oil"
"Angola","Fish liver oils, nei",1996,,"fish_oil"
"Angola","Fish liver oils, nei",2000,,"fish_oil"
"Angola","Fish liver oils, nei",2001,,"fish_oil"
"Angola","Fish liver oils, nei",2002,,"fish_oil"
"Angola","Fish liver oils, nei",2003,,"fish_oil"
"Angola","Fish liver oils, nei",2004,,"fish_oil"
"Angola","Fish liver oils, nei",2005,,"fish_oil"
"Angola","Fish liver oils, nei",2006,,"fish_oil"
"Angola","Fish liver oils, nei",2007,,"fish_oil"
"Angola","Ornamental fish nei",2003,1,"ornamentals"
"Angola","Ornamental fish nei",2004,0,"ornamentals"
"Angola","Ornamental fish nei",2005,0,"ornamentals"
"Angola","Ornamental fish nei",2006,0,"ornamentals"
"Angola","Ornamental fish nei",2007,0,"ornamentals"
"Angola","Ornamental fish nei",2008,0,"ornamentals"
"Angola","Ornamental fish nei",2009,0,"ornamentals"
"Angola","Ornamental fish nei",2010,0,"ornamentals"
"Angola","Ornamental fish nei",2011,0,"ornamentals"
"Angola","Ornamental fish nei",1976,,"ornamentals"
"Angola","Ornamental fish nei",1977,,"ornamentals"
"Angola","Ornamental fish nei",1978,,"ornamentals"
"Angola","Ornamental fish nei",1979,,"ornamentals"
"Angola","Ornamental fish nei",1980,,"ornamentals"
"Angola","Ornamental fish nei",1981,,"ornamentals"
"Angola","Ornamental fish nei",1982,,"ornamentals"
"Angola","Ornamental fish nei",1983,,"ornamentals"
"Angola","Ornamental fish nei",1984,,"ornamentals"
"Angola","Ornamental fish nei",1985,,"ornamentals"
"Angola","Ornamental fish nei",1986,,"ornamentals"
"Angola","Ornamental fish nei",1987,,"ornamentals"
"Angola","Ornamental fish nei",1988,,"ornamentals"
"Angola","Ornamental fish nei",1989,,"ornamentals"
"Angola","Ornamental fish nei",1990,,"ornamentals"
"Angola","Ornamental fish nei",1991,,"ornamentals"
"Angola","Ornamental fish nei",1992,,"ornamentals"
"Angola","Ornamental fish nei",1993,,"ornamentals"
"Angola","Ornamental fish nei",1994,,"ornamentals"
"Angola","Ornamental fish nei",1995,,"ornamentals"
"Angola","Ornamental fish nei",1996,,"ornamentals"
"Angola","Ornamental fish nei",1997,,"ornamentals"
"Angola","Ornamental fish nei",1998,,"ornamentals"
"Angola","Ornamental fish nei",1999,,"ornamentals"
"Angola","Ornamental fish nei",2000,,"ornamentals"
"Angola","Ornamental fish nei",2001,,"ornamentals"
"Angola","Ornamental fish nei",2002,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2002,2,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2003,2,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2010,0.1,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2011,0,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1976,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1977,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1978,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1979,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1980,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1981,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1982,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1983,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1984,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1985,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1986,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1987,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1988,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1989,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1990,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1991,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1992,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1993,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1994,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1995,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1996,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1997,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1998,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1999,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2000,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2001,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2004,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2005,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2006,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2007,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2008,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2009,,"ornamentals"
"Argentina","Agar agar nei",1994,1014,"seaweeds"
"Argentina","Agar agar nei",1995,1134,"seaweeds"
"Argentina","Agar agar nei",1996,519,"seaweeds"
"Argentina","Agar agar nei",1997,52,"seaweeds"
"Argentina","Agar agar nei",1998,20,"seaweeds"
"Argentina","Agar agar nei",1999,30,"seaweeds"
"Argentina","Agar agar nei",2000,29,"seaweeds"
"Argentina","Agar agar nei",2001,14,"seaweeds"
"Argentina","Agar agar nei",2002,19,"seaweeds"
"Argentina","Agar agar nei",2003,36,"seaweeds"
"Argentina","Agar agar nei",2004,56,"seaweeds"
"Argentina","Agar agar nei",2005,29,"seaweeds"
"Argentina","Agar agar nei",2006,37,"seaweeds"
"Argentina","Agar agar nei",2007,47,"seaweeds"
"Argentina","Agar agar nei",2008,25,"seaweeds"
"Argentina","Agar agar nei",2009,15,"seaweeds"
"Argentina","Agar agar nei",2010,41,"seaweeds"
"Argentina","Agar agar nei",2011,9,"seaweeds"
"Argentina","Agar agar nei",1976,,"seaweeds"
"Argentina","Agar agar nei",1977,,"seaweeds"
"Argentina","Agar agar nei",1978,,"seaweeds"
"Argentina","Agar agar nei",1979,,"seaweeds"
"Argentina","Agar agar nei",1980,,"seaweeds"
"Argentina","Agar agar nei",1981,,"seaweeds"
"Argentina","Agar agar nei",1982,,"seaweeds"
"Argentina","Agar agar nei",1983,,"seaweeds"
"Argentina","Agar agar nei",1984,,"seaweeds"
"Argentina","Agar agar nei",1985,,"seaweeds"
"Argentina","Agar agar nei",1986,,"seaweeds"
"Argentina","Agar agar nei",1987,,"seaweeds"
"Argentina","Agar agar nei",1988,,"seaweeds"
"Argentina","Agar agar nei",1989,,"seaweeds"
"Argentina","Agar agar nei",1990,,"seaweeds"
"Argentina","Agar agar nei",1991,,"seaweeds"
"Argentina","Agar agar nei",1992,,"seaweeds"
"Argentina","Agar agar nei",1993,,"seaweeds"
"Argentina","Fish body oils, nei",1988,21,"fish_oil"
"Argentina","Fish body oils, nei",1989,50,"fish_oil"
"Argentina","Fish body oils, nei",1990,34,"fish_oil"
"Argentina","Fish body oils, nei",1991,79,"fish_oil"
"Argentina","Fish body oils, nei",1992,93,"fish_oil"
"Argentina","Fish body oils, nei",1993,9,"fish_oil"
"Argentina","Fish body oils, nei",1994,61,"fish_oil"
"Argentina","Fish body oils, nei",1995,119,"fish_oil"
"Argentina","Fish body oils, nei",1996,178,"fish_oil"
"Argentina","Fish body oils, nei",1997,224,"fish_oil"
"Argentina","Fish body oils, nei",1998,263,"fish_oil"
"Argentina","Fish body oils, nei",1999,47,"fish_oil"
"Argentina","Fish body oils, nei",2000,26,"fish_oil"
"Argentina","Fish body oils, nei",2001,297,"fish_oil"
"Argentina","Fish body oils, nei",2002,476,"fish_oil"
"Argentina","Fish body oils, nei",2003,495,"fish_oil"
"Argentina","Fish body oils, nei",2004,588,"fish_oil"
"Argentina","Fish body oils, nei",2005,454,"fish_oil"
"Argentina","Fish body oils, nei",2006,496,"fish_oil"
"Argentina","Fish body oils, nei",2007,922,"fish_oil"
"Argentina","Fish body oils, nei",2008,1859,"fish_oil"
"Argentina","Fish body oils, nei",2009,1326,"fish_oil"
"Argentina","Fish body oils, nei",2010,1812,"fish_oil"
"Argentina","Fish body oils, nei",2011,1972,"fish_oil"
"Argentina","Fish body oils, nei",1976,,"fish_oil"
"Argentina","Fish body oils, nei",1977,,"fish_oil"
"Argentina","Fish body oils, nei",1978,,"fish_oil"
"Argentina","Fish body oils, nei",1979,,"fish_oil"
"Argentina","Fish body oils, nei",1980,,"fish_oil"
"Argentina","Fish body oils, nei",1981,,"fish_oil"
"Argentina","Fish body oils, nei",1982,,"fish_oil"
"Argentina","Fish body oils, nei",1983,,"fish_oil"
"Argentina","Fish body oils, nei",1984,,"fish_oil"
"Argentina","Fish body oils, nei",1985,,"fish_oil"
"Argentina","Fish body oils, nei",1986,,"fish_oil"
"Argentina","Fish body oils, nei",1987,,"fish_oil"
"Argentina","Fish liver oils, nei",1987,4,"fish_oil"
"Argentina","Fish liver oils, nei",1988,8,"fish_oil"
"Argentina","Fish liver oils, nei",1990,5,"fish_oil"
"Argentina","Fish liver oils, nei",1991,1,"fish_oil"
"Argentina","Fish liver oils, nei",1992,5,"fish_oil"
"Argentina","Fish liver oils, nei",1993,5,"fish_oil"
"Argentina","Fish liver oils, nei",1994,1071,"fish_oil"
"Argentina","Fish liver oils, nei",1995,229,"fish_oil"
"Argentina","Fish liver oils, nei",1996,0,"fish_oil"
"Argentina","Fish liver oils, nei",1997,1,"fish_oil"
"Argentina","Fish liver oils, nei",1998,3,"fish_oil"
"Argentina","Fish liver oils, nei",1999,0,"fish_oil"
"Argentina","Fish liver oils, nei",2000,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2001,0,"fish_oil"
"Argentina","Fish liver oils, nei",2002,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2003,26,"fish_oil"
"Argentina","Fish liver oils, nei",2004,55,"fish_oil"
"Argentina","Fish liver oils, nei",2005,29,"fish_oil"
"Argentina","Fish liver oils, nei",2006,12,"fish_oil"
"Argentina","Fish liver oils, nei",2007,1,"fish_oil"
"Argentina","Fish liver oils, nei",2008,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2009,0,"fish_oil"
"Argentina","Fish liver oils, nei",2010,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2011,0,"fish_oil"
"Argentina","Fish liver oils, nei",1976,,"fish_oil"
"Argentina","Fish liver oils, nei",1977,,"fish_oil"
"Argentina","Fish liver oils, nei",1978,,"fish_oil"
"Argentina","Fish liver oils, nei",1979,,"fish_oil"
"Argentina","Fish liver oils, nei",1980,,"fish_oil"
"Argentina","Fish liver oils, nei",1981,,"fish_oil"
"Argentina","Fish liver oils, nei",1982,,"fish_oil"
"Argentina","Fish liver oils, nei",1983,,"fish_oil"
"Argentina","Fish liver oils, nei",1984,,"fish_oil"
"Argentina","Fish liver oils, nei",1985,,"fish_oil"
"Argentina","Fish liver oils, nei",1986,,"fish_oil"
"Argentina","Fish liver oils, nei",1989,,"fish_oil"
"Argentina","Hake liver oil",2005,0,"fish_oil"
"Argentina","Hake liver oil",2006,203,"fish_oil"
"Argentina","Hake liver oil",2007,0.1,"fish_oil"
"Argentina","Hake liver oil",2008,0,"fish_oil"
"Argentina","Hake liver oil",2009,0,"fish_oil"
